timestamp,weight
1691161006379,17.52
1691161006394,17.52
1691161006513,17.52
1691161006604,17.52
1691161006723,17.52
1691161006754,17.52
1691161006874,17.52
1691161007008,17.52
1691161007084,17.52
1691161007173,17.52
1691161007293,17.52
1691161007382,17.52
1691161007503,17.499999999999996
1691161007593,17.499999999999996
1691161007714,17.499999999999996
1691161007802,17.499999999999996
1691161007863,17.49
1691161007951,17.49
1691161008042,17.49
1691161008164,17.49
1691161008253,17.49
1691161008373,17.49
1691161008463,17.49
1691161008554,17.49
1691161008674,17.49
1691161008763,17.49
1691161008883,17.49
1691161008973,17.49
1691161009033,17.499999999999996
1691161009124,17.499999999999996
1691161009242,17.499999999999996
1691161009336,17.499999999999996
1691161009455,17.52
1691161009574,17.52
1691161009665,17.52
1691161009783,17.52
1691161009813,17.52
1691161009933,17.52
1691161010024,17.52
1691161010145,17.52
1691161010234,17.52
1691161010324,17.52
1691161010443,17.52
1691161010534,17.52
1691161010656,17.509999999999998
1691161010746,17.509999999999998
1691161010864,17.509999999999998
1691161010955,17.509999999999998
1691161011013,17.509999999999998
1691161011104,17.509999999999998
1691161011226,17.509999999999998
1691161011314,17.509999999999998
1691161011404,17.509999999999998
1691161011524,17.509999999999998
1691161011645,17.509999999999998
1691161011734,17.509999999999998
1691161011853,17.509999999999998
1691161011884,17.509999999999998
1691161012003,17.509999999999998
1691161012094,17.509999999999998
1691161012214,17.509999999999998
1691161012305,17.509999999999998
1691161012424,17.509999999999998
1691161012515,17.509999999999998
1691161012634,17.52
1691161012724,17.52
1691161012785,17.52
1691161012875,17.52
1691161012995,17.52
1691161013086,17.52
1691161013222,17.52
1691161013305,17.52
1691161013417,17.52
1691161013507,17.52
1691161013658,17.52
1691161013717,17.52
1691161013807,17.52
1691161013929,17.52
1691161013988,17.52
1691161014077,17.52
1691161014167,17.509999999999998
1691161014288,17.509999999999998
1691161014378,17.509999999999998
1691161014497,17.509999999999998
1691161014588,17.49
1691161014708,17.49
1691161014769,17.49
1691161014856,17.49
1691161014947,17.509999999999998
1691161015067,17.509999999999998
1691161015174,17.509999999999998
1691161015278,17.509999999999998
1691161015398,17.52
1691161015488,17.52
1691161015579,17.52
1691161015667,17.52
1691161015789,17.52
1691161015877,17.52
1691161015937,17.52
1691161016056,17.52
1691161016147,17.52
1691161016267,17.52
1691161016356,17.52
1691161016476,17.52
1691161016567,17.52
1691161016657,17.52
1691161016777,17.52
1691161016867,17.52
1691161016925,17.52
1691161017078,17.52
1691161017136,17.52
1691161017228,17.52
1691161017349,17.52
1691161017437,17.52
1691161017556,17.52
1691161017648,17.52
1691161017766,17.52
1691161017855,17.52
1691161017947,17.52
1691161018006,17.52
1691161018128,17.509999999999998
1691161018216,17.509999999999998
1691161018336,17.509999999999998
1691161018426,17.509999999999998
1691161018517,17.509999999999998
1691161018637,17.509999999999998
1691161018727,17.509999999999998
1691161018848,17.509999999999998
1691161018908,17.509999999999998
1691161018997,17.509999999999998
1691161019116,17.509999999999998
1691161019207,17.509999999999998
1691161019297,17.509999999999998
1691161019417,17.509999999999998
1691161019508,17.509999999999998
1691161019629,17.509999999999998
1691161019719,17.509999999999998
1691161019839,17.509999999999998
1691161019926,17.509999999999998
1691161020046,17.509999999999998
1691161020077,17.509999999999998
1691161020197,17.509999999999998
1691161020287,17.509999999999998
1691161020407,17.509999999999998
1691161020497,17.499999999999996
1691161020616,17.499999999999996
1691161020707,17.499999999999996
1691161020798,17.499999999999996
1691161020918,17.52
1691161020979,17.52
1691161021097,17.52
1691161021189,17.52
1691161021278,17.52
1691161021396,17.52
1691161021488,17.52
1691161021606,17.52
1691161021696,17.52
1691161021816,17.52
1691161021905,17.52
1691161021965,17.52
1691161022114,17.509999999999998
1691161022204,17.509999999999998
1691161022325,17.509999999999998
1691161022355,17.509999999999998
1691161022445,17.509999999999998
1691161022570,17.509999999999998
1691161022655,17.509999999999998
1691161022774,17.509999999999998
1691161022864,17.52
1691161022956,17.52
1691161023075,17.52
1691161023165,17.52
1691161023266,17.52
1691161023376,17.52
1691161023469,17.52
1691161023558,17.429999999999996
1691161023677,17.45
1691161023766,17.47
1691161023887,17.47
1691161023976,17.479999999999997
1691161024037,17.489999999999995
1691161024125,17.499999999999993
1691161024244,17.499999999999993
1691161024336,17.499999999999993
1691161024455,17.499999999999993
1691161024545,17.509999999999994
1691161024666,17.509999999999994
1691161024757,17.509999999999994
1691161024845,17.509999999999994
1691161024967,17.519999999999992
1691161025027,17.519999999999992
1691161025115,17.519999999999992
1691161025206,17.519999999999992
1691161025328,17.519999999999992
1691161025415,17.519999999999992
1691161025536,17.519999999999992
1691161025626,17.519999999999992
1691161025716,17.519999999999992
1691161025836,17.519999999999992
1691161025925,17.509999999999994
1691161026044,17.509999999999994
1691161026136,17.499999999999993
1691161026195,17.499999999999993
1691161026315,17.489999999999995
1691161026403,17.489999999999995
1691161026523,17.489999999999995
1691161026613,17.489999999999995
1691161026735,17.489999999999995
1691161026824,17.489999999999995
1691161026918,17.509999999999994
1691161027035,17.509999999999994
1691161027093,17.509999999999994
1691161027185,17.509999999999994
1691161027303,17.519999999999992
1691161027393,17.519999999999992
1691161027486,17.519999999999992
1691161027605,17.519999999999992
1691161027693,17.509999999999994
1691161027814,17.509999999999994
1691161027903,17.509999999999994
1691161027995,17.509999999999994
1691161028112,17.509999999999994
1691161028204,17.509999999999994
1691161028264,17.509999999999994
1691161028384,17.509999999999994
1691161028472,17.509999999999994
1691161028566,17.509999999999994
1691161028686,17.509999999999994
1691161028774,17.509999999999994
1691161028895,17.509999999999994
1691161028985,17.439999999999998
1691161029105,17.449999999999996
1691161029193,17.459999999999997
1691161029255,17.469999999999995
1691161029343,17.479999999999997
1691161029466,17.489999999999995
1691161029555,17.429999999999993
1691161029675,17.439999999999998
1691161029766,17.459999999999997
1691161029856,17.469999999999995
1691161029973,17.469999999999995
1691161030064,17.479999999999997
1691161030155,17.489999999999995
1691161030273,17.489999999999995
1691161030365,17.489999999999995
1691161030487,17.489999999999995
1691161030576,17.499999999999993
1691161030636,17.499999999999993
1691161030755,17.509999999999994
1691161030845,17.509999999999994
1691161030935,17.519999999999992
1691161031054,17.519999999999992
1691161031147,17.519999999999992
1691161031267,17.519999999999992
1691161031356,17.519999999999992
1691161031475,17.519999999999992
1691161031565,17.519999999999992
1691161031657,17.519999999999992
1691161031774,17.509999999999994
1691161031834,17.509999999999994
1691161031923,17.499999999999993
1691161032016,17.499999999999993
1691161032133,17.489999999999995
1691161032225,17.489999999999995
1691161032314,17.489999999999995
1691161032433,17.489999999999995
1691161032526,17.489999999999995
1691161032644,17.489999999999995
1691161032734,17.489999999999995
1691161032853,17.489999999999995
1691161032944,17.489999999999995
1691161033035,17.489999999999995
1691161033096,17.489999999999995
1691161033231,17.489999999999995
1691161033323,17.489999999999995
1691161033426,17.489999999999995
1691161033515,17.489999999999995
1691161033605,17.489999999999995
1691161033725,17.499999999999993
1691161033815,17.499999999999993
1691161033936,17.499999999999993
1691161033995,17.499999999999993
1691161034084,17.499999999999993
1691161034204,17.499999999999993
1691161034294,17.499999999999993
1691161034414,17.499999999999993
1691161034502,17.509999999999994
1691161034594,17.509999999999994
1691161034714,17.509999999999994
1691161034805,17.509999999999994
1691161034926,17.509999999999994
1691161035016,17.509999999999994
1691161035077,17.509999999999994
1691161035165,17.509999999999994
1691161035284,17.519999999999992
1691161035376,17.519999999999992
1691161035495,17.519999999999992
1691161035587,17.519999999999992
