millisecond delta,milligram delta
91,-1160
119,-1660
90,-30750
119,-41150
31,1790
119,19110
91,-8860
120,-29370
89,-29670
123,-13270
88,11740
120,6470
90,4860
120,2980
91,3650
63,-6910
86,960
121,-1860
93,-4190
87,1410
91,6050
117,-3560
91,1700
122,11580
90,-3980
119,-2080
91,-3780
119,2720
30,3590
150,-5990
60,-3550
126,5920
84,4900
122,39180
90,52100
89,13490
120,-790
91,180
88,-140
90,300
118,-360
91,120
120,20
90,30
91,-130
118,120
63,70
88,-120
91,-90
119,10
91,150
119,-70
91,10
119,10
90,10
91,0
121,-20
90,-10
89,10
121,0
88,-10
91,10
120,0
62,-80
92,0
117,10
91,20
90,0
122,-10
90,0
120,0
92,0
117,0
91,10
60,0
89,10
156,0
56,0
121,0
89,0
91,0
119,0
90,0
120,0
90,0
117,0
31,0
120,-60
90,20
93,10
117,-60
90,0
122,20
89,20
120,10
90,0
120,0
92,0
89,10
119,10
91,0
60,0
89,10
90,0
121,0
90,0
118,0
91,0
92,0
119,0
91,-10
91,0
123,0
84,0
90,-10
121,0
91,-10
119,0
91,0
89,0
121,-10
91,0
59,0
88,0
121,-10
89,0
120,0
92,0
89,-100
119,10
93,20
118,0
91,10
91,10
117,0
62,10
90,10
118,0
91,10
120,0
88,0
91,0
122,10
89,0
119,0
93,0
58,-10
90,-110
120,90
90,-20
120,-20
89,0
91,10
118,10
91,0
120,0
89,0
123,-10
29,-10
120,0
90,0
123,0
88,-10
120,0
92,-10
118,0
88,-30
61,0
89,0
120,0
105,0
107,0
89,0
120,0
94,0
86,0
135,0
80,0
115,10
90,-110
59,30
151,120
33,-90
118,10
87,110
96,0
117,-10
88,-20
119,-10
93,-10
118,0
90,0
121,-10
93,-10
55,-10
94,0
118,-10
89,0
95,-10
118,0
89,-10
119,0
92,0
58,0
119,0
91,0
119,0
89,0
109,0
73,0
119,0
91,0
91,0
119,0
126,0
85,0
89,0
126,0
85,0
120,0
96,0
84,0
59,0
91,0
119,6570
