milliseconds since epoch,weight grams float
1689700710320,0.0
1689700710416,0.0
1689700710507,0.0
1689700710596,0.0
1689700710717,0.0
1689700710807,0.0
1689700710927,0.0
1689700711016,0.0
1689700711077,0.0
1689700711169,0.0
1689700711288,0.0
1689700711377,0.0
1689700711467,0.0
1689700711587,0.0
1689700711677,0.0
1689700711795,0.0
1689700711896,0.0
1689700712006,0.0
1689700712097,0.0
1689700712157,0.0
1689700712306,0.0
1689700712397,0.0
1689700712516,0.0
1689700712608,0.0
1689700712698,0.0
1689700712818,0.0
1689700712907,0.0
1689700712969,0.0
1689700713059,0.0
1689700713150,0.0
1689700713239,0.0
1689700713389,0.0
1689700713449,0.0
1689700713569,0.0
1689700713660,0.0
1689700713779,0.0
1689700713869,0.0
1689700713987,0.0
1689700714078,0.0
1689700714168,0.0
1689700714287,0.0
1689700714318,0.0
1689700714437,0.0
1689700714559,0.0
1689700714647,0.0
1689700714767,0.0
1689700714859,0.0
1689700714978,0.0
1689700715068,0.0
1689700715161,0.0
1689700715278,0.0
1689700715309,0.0
1689700715428,0.0
1689700715519,0.0
1689700715637,0.0
1689700715729,0.0
1689700715847,0.0
1689700715940,0.0
1689700716058,0.0
1689700716135,0.0
1689700716208,0.0
1689700716327,0.0
1689700716417,0.0
1689700716536,0.0
1689700716626,0.0
1689700716717,0.0
1689700716837,0.0
1689700716956,0.0
1689700716986,0.0
1689700717106,0.0
1689700717196,0.0
1689700717316,0.0
1689700717409,0.0
1689700717498,0.0
1689700717617,0.0
1689700717708,0.0
1689700717826,0.0
1689700717918,0.0
1689700718007,0.0
1689700718128,0.0
1689700718188,0.0
1689700718276,0.0
1689700718397,0.0
1689700718487,0.0
1689700718607,0.0
1689700718698,0.0
1689700718787,0.0
1689700718905,0.0
1689700719027,0.0
1689700719115,0.0
1689700719177,0.0
1689700719268,0.0
1689700719357,0.0
1689700719475,0.0
1689700719567,0.0
1689700719688,0.0
1689700719778,0.0
1689700719867,0.0
1689700719985,0.0
1689700720078,0.0
1689700720196,0.0
1689700720288,0.0
1689700720378,0.0
1689700720496,0.0
1689700720587,0.0
1689700720647,0.0
1689700720769,0.0
1689700720858,0.0
1689700720950,0.0
1689700721066,0.0
1689700721187,0.0
1689700721277,0.0
1689700721368,0.0
1689700721487,0.0
1689700721546,0.0
1689700721637,0.0
1689700721756,0.0
1689700721845,0.0
1689700721938,0.0
1689700722055,0.0
1689700722145,0.0
1689700722234,0.0
1689700722355,0.0
1689700722444,0.0
1689700722564,0.0
1689700722654,0.0
1689700722777,0.0
1689700722868,0.0
1689700722928,0.0
1689700723018,0.0
1689700723137,0.0
1689700723228,0.0
1689700723350,0.0
1689700723439,0.0
1689700723529,0.0
1689700723650,0.0
1689700723738,0.0
1689700723858,0.0
1689700723919,0.0
1689700724008,0.0
1689700724099,0.0
1689700724220,0.0
1689700724311,0.0
1689700724399,0.0
1689700724521,0.0
1689700724610,0.0
1689700724728,0.0
1689700724789,0.0
1689700724908,0.0
1689700724997,0.0
1689700725118,0.0
1689700725209,0.0
1689700725330,0.0
1689700725418,0.0
1689700725510,0.0
1689700725627,0.0
1689700725718,0.0
1689700725836,0.0
1689700725867,0.0
1689700725988,0.0
1689700726079,0.0
1689700726199,0.0
1689700726289,0.0
1689700726437,0.0
1689700726468,0.0
1689700726587,0.0
1689700726681,0.0
1689700726798,0.0
1689700726887,0.0
1689700727006,0.0
1689700727098,0.0
1689700727216,0.0
1689700727306,0.0
1689700727366,0.0
1689700727459,0.0
1689700727551,0.0
1689700727667,0.0
1689700727759,0.0
1689700727848,0.0
1689700727970,0.0
1689700728060,0.0
1689700728180,0.0
1689700728270,0.0
1689700728389,0.0
1689700728451,0.0
1689700728539,0.0
1689700728660,0.0
1689700728749,0.0
1689700728870,0.0
1689700728960,0.0
1689700729081,0.0
1689700729171,0.0
1689700729260,0.0
1689700729379,0.0
1689700729470,0.0
1689700729592,0.0
1689700729681,0.0
1689700729742,0.0
1689700729829,0.0
1689700729952,0.0
1689700730039,0.0
1689700730160,0.0
1689700730282,0.0
1689700730342,0.0
1689700730430,0.0
1689700730522,0.0
1689700730640,0.0
1689700730732,0.0
1689700730851,0.0
1689700730942,0.0
1689700731064,0.0
1689700731122,0.0
1689700731210,0.0
1689700731329,0.0
1689700731421,0.0
1689700731540,0.0
1689700731630,0.0
1689700731751,0.0
1689700731808,0.0
1689700731899,0.0
1689700732018,0.0
1689700732108,0.0
1689700732228,0.0
1689700732318,0.0
1689700732438,0.0
1689700732528,0.0
1689700732648,0.0
1689700732679,0.0
1689700732800,0.0
1689700732922,0.0
1689700733012,0.0
1689700733129,0.0
1689700733222,0.0
1689700733310,0.0
1689700733431,0.0
1689700733491,0.0
1689700733580,0.0
1689700733702,-0.05999999999999999
1689700733792,0.0
1689700733881,0.0
1689700734001,0.0
1689700734065,0.0
1689700734182,0.0
1689700734276,0.0
1689700734394,0.0
1689700734484,0.0
1689700734572,0.0
1689700734691,0.0
1689700734783,0.0
1689700734901,0.0
1689700734994,0.0
1689700735113,0.0
1689700735203,0.0
1689700735261,0.0
1689700735351,0.0
1689700735473,0.0
1689700735563,0.0
1689700735680,0.0
1689700735773,0.0
1689700735892,0.0
1689700735981,0.0
1689700736042,0.0
1689700736132,0.0
1689700736250,0.0
1689700736372,0.0
1689700736460,0.0
1689700736551,0.0
1689700736670,0.0
1689700736763,0.0
1689700736880,0.0
1689700736971,0.0
1689700737030,0.0
1689700737122,0.0
1689700737244,0.0
1689700737361,0.0
1689700737455,0.0
1689700737544,0.0
1689700737661,0.0
1689700737754,0.0
1689700737874,0.0
1689700737962,0.0
1689700738082,0.0
1689700738112,0.0
1689700738234,0.0
1689700738323,0.0
1689700738445,0.0
1689700738534,0.0
1689700738654,0.0
1689700738743,0.0
1689700738865,0.0
1689700738926,0.0
1689700739013,0.0
1689700739105,0.0
1689700739226,0.0
1689700739313,0.0
1689700739433,0.0
1689700739553,0.0
1689700739644,0.0
1689700739705,0.0
1689700739794,0.0
1689700739912,0.0
1689700740004,0.0
1689700740155,0.0
1689700740212,0.0
1689700740333,0.0
1689700740422,0.0
1689700740542,0.0
1689700740601,0.0
1689700740693,0.0
1689700740783,0.0
1689700740902,0.0
1689700740992,0.0
1689700741110,0.0
1689700741201,0.0
1689700741320,0.0
1689700741412,0.0
1689700741470,0.0
1689700741562,0.0
1689700741682,0.0
1689700741772,0.0
1689700741892,0.0
1689700742011,0.0
1689700742101,0.0
1689700742193,0.0
1689700742311,0.0
1689700742403,0.0
1689700742462,0.0
1689700742553,0.0
1689700742672,0.0
1689700742793,0.0
1689700807384,0.06999999999999999
1689700807475,0.0
1689700807625,0.0
1689700807685,0.05999999999999999
1689700807805,0.06999999999999999
1689700807895,0.06999999999999999
1689700808017,0.05999999999999999
1689700808106,0.05999999999999999
1689700808164,0.0
1689700808256,0.0
1689700808375,0.0
1689700808496,0.0
1689700808615,0.0
1689700808676,0.0
1689700808795,0.0
1689700808886,0.0
1689700808946,0.0
1689700809036,0.0
1689700809156,0.0
1689700809246,0.0
1689700809335,0.0
1689700809456,0.0
1689700809547,0.0
1689700809666,0.0
1689700809756,0.0
1689700809848,0.0
1689700809967,0.0
1689700810056,0.0
1689700810177,0.0
1689700810267,0.0
1689700810356,0.0
1689700810476,0.0
1689700810624,0.0
1689700810656,0.0
1689700810775,0.0
1689700810865,0.0
1689700810986,0.0
1689700811016,0.0
1689700811137,0.0
1689700811224,0.0
1689700811345,0.0
1689700811434,0.0
1689700811524,0.0
1689700811645,0.0
1689700811735,0.0
1689700811855,0.0
1689700811945,0.0
1689700812007,0.0
1689700812123,0.0
1689700812214,0.0
1689700812306,0.0
1689700812396,0.0
1689700812513,0.0
1689700812604,0.0
1689700812723,0.0
1689700812813,0.0
1689700812905,0.0
1689700813025,0.0
1689700813115,0.0
1689700813205,0.0
1689700813324,0.0
1689700813414,0.0
1689700813563,0.0
1689700813622,0.0
1689700813713,0.0
1689700813835,0.0
1689700813895,0.0
1689700813985,0.0
1689700814103,0.0
1689700814193,0.0
1689700814283,0.0
1689700814403,0.0
1689700814494,0.0
1689700814584,0.0
1689700814703,0.0
1689700814792,0.0
1689700814915,0.0
1689700815003,0.0
1689700815063,0.0
1689700815153,0.0
1689700815273,0.0
1689700815363,0.0
1689700815485,0.0
1689700815572,0.0
1689700815695,0.0
1689700815782,0.0
1689700815873,0.0
1689700815993,0.0
1689700816113,0.0
1689700816178,0.0
1689700816293,0.0
1689700816384,0.0
1689700816533,0.0
1689700816535,0.0
1689700816654,0.0
1689700816743,0.0
1689700816863,0.0
1689700816953,0.0
1689700817072,0.0
1689700817162,0.0
1689700817254,0.0
1689700817342,0.0
1689700817432,0.0
1689700817522,0.0
1689700817612,0.0
1689700817731,0.0
1689700817841,0.0
1689700817944,0.0
1689700818063,0.0
1689700818153,0.0
1689700818242,0.0
1689700818363,0.0
1689700818453,0.0
1689700818573,0.0
1689700818663,0.0
1689700818724,0.0
1689700818812,0.0
1689700818904,0.0
1689700819023,0.0
1689700819112,0.0
1689700819231,0.0
1689700819322,0.0
1689700819443,0.0
1689700819533,0.0
1689700819651,0.0
1689700819741,0.0
1689700819834,0.0
1689700819894,0.0
1689700820011,0.0
1689700820100,0.0
1689700820223,0.0
1689700820311,0.0
1689700820403,0.0
1689700820520,0.0
1689700820611,0.0
1689700820703,0.0
1689700820791,0.0
1689700820914,0.0
1689700821002,0.0
1689700821121,0.0
1689700821211,0.0
1689700821273,0.0
1689700821393,0.0
1689700821483,0.0
1689700821601,0.0
1689700821691,0.0
1689700821784,0.0
1689700821901,0.0
1689700821993,0.0
1689700822082,0.0
1689700822202,0.0
1689700822292,0.0
1689700822412,0.0
1689700822501,0.0
1689700822592,0.0
1689700822713,0.0
1689700822800,0.0
1689700822863,0.0
1689700822953,0.0
1689700823072,0.0
1689700823164,0.0
1689700823280,0.0
1689700823373,0.0
1689700823460,0.0
1689700823582,0.0
1689700823671,0.0
1689700823761,0.0
1689700823881,0.0
1689700823973,0.0
1689700824092,0.0
1689700824183,0.0
1689700824274,0.0
1689700824393,0.0
1689700824481,0.0
1689700824601,0.0
1689700824690,0.0
1689700824751,0.0
1689700824843,0.0
1689700824933,0.0
1689700825050,0.0
1689700825143,0.0
1689700825262,0.0
1689700825350,0.0
1689700825472,0.0
1689700825502,0.0
1689700825623,0.0
1689700825712,0.0
1689700825833,0.0
1689700825923,0.0
1689700826042,0.0
1689700826156,0.0
1689700826253,0.0
1689700826344,0.0
1689700826432,0.0
1689700826551,0.0
1689700826644,0.0
1689700826733,0.0
1689700826793,0.0
1689700826911,0.0
1689700827002,0.0
1689700827092,0.0
1689700827211,0.0
1689700827303,0.0
1689700827422,0.0
1689700827510,0.0
1689700827602,0.0
1689700827691,0.0
1689700827811,0.0
1689700827903,0.0
1689700828024,0.0
1689700828114,0.0
1689700828204,0.0
1689700828324,0.0
1689700828414,0.0
1689700828505,0.0
1689700828623,0.0
1689700828683,0.0
1689700828772,0.0
1689700828923,0.0
1689700829013,0.0
1689700829073,0.0
1689700829163,0.0
1689700829283,0.0
1689700829402,0.0
1689700829462,0.0
1689700829581,0.0
1689700829671,0.0
1689700829762,0.0
1689700829880,0.0
1689700829973,0.0
1689700830063,0.0
1689700830183,0.0
1689700830271,0.0
1689700830392,0.0
1689700830484,0.0
1689700830571,0.0
1689700830691,0.0
